store_id,store_name,store_size,zipcode,coaststore,trafficstore,PLAATS,GEMEENTE,PROVINCIE,regio,STN
264,Heemstede,A ,2101,0,0,Heemstede,Heemstede,Noord-Holland,north,240
386,Den Haag-Wateringseveld,AA,2548,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,210
195,Oldenzaal,B ,7571,0,0,Oldenzaal,Oldenzaal,Overijssel,north,290
2177,Zoetermeer Rokkeveen,AA,2719,0,0,Zoetermeer,Zoetermeer,Zuid-Holland,middle,344
339,Leidschenveen,A ,2492,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,240
208,Hellevoetsluis,C ,3224,0,0,Hellevoetsluis,Hellevoetsluis,Zuid-Holland,middle,344
205,Schijndel,B ,5481,0,0,Schijndel,Schijndel,Noord-Brabant,south,375
809,CS Praxis Winschoten,B ,9672,0,0,Winschoten,Winschoten,Groningen,north,286
690,Bloemendaal-VERVALLEN,A ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
276,Beuningen,A ,6641,0,0,Beuningen (GLD),Beuningen,Gelderland,south,375
310,Hoensbroek,A ,6431,0,0,Hoensbroek,Heerlen,Limburg,south,380
253,A'dam-Gelderlandplein,B ,1082,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
823,Leeuwarden-Bilgaard,AA,8918,0,0,Leeuwarden,Leeuwarden,Friesland,north,270
692,Helmond VERVALLEN,AA,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
820,R'dam Overschie,AA,3042,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
2062,Outlet Den Helder,B ,1781,0,0,Den Helder,Den Helder,Noord-Holland,north,235
147,Steenwijk,B ,8331,0,0,Steenwijk,Steenwijkerland,Overijssel,north,279
2069,Outlet Deventer,B ,7411,0,0,Deventer,Deventer,Overijssel,north,278
325,Maxis Muiden,A ,1398,0,0,Muiden,Muiden,Noord-Holland,north,240
59,R'dam-Zuidplein,D ,3083,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
544,vervallen EV,A ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
2148,OUTLET STORE,B ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
635,Hoek van Holland,A ,3151,0,0,Hoek Van Holland,Rotterdam,Zuid-Holland,middle,344
366,Vleuten,AA,3451,0,0,Vleuten,Utrecht,Utrecht,middle,260
945,Urk,A ,8322,0,0,Urk,Urk,Flevoland,north,273
624,Numansdorp,A ,3281,0,0,Numansdorp,Cromstrijen,Zuid-Holland,middle,344
307,Vlijmen,A ,5251,0,0,Vlijmen,Heusden,Noord-Brabant,south,350
204,Noordwijk,B ,2202,1,0,Noordwijk (ZH),Noordwijk,Zuid-Holland,middle,210
548,Vlaardingen De Loper,AA,3136,0,0,Vlaardingen,Vlaardingen,Zuid-Holland,middle,344
843,Emmen Angelslo,AA,7824,0,0,Emmen,Emmen,Drenthe,north,286
321,Leiden-Luifelbaan,A ,2321,0,0,Leiden,Leiden,Zuid-Holland,middle,240
206,Leerdam,B ,4141,0,0,Leerdam,Leerdam,Zuid-Holland,middle,356
196,Asten,B ,5721,0,0,Asten,Asten,Noord-Brabant,south,370
648,Heerlerheide,A ,6413,0,0,Heerlen,Heerlen,Limburg,south,380
332,Bunschoten,A ,3751,0,0,Bunschoten Spakenburg,Bunschoten,Utrecht,middle,260
177,'s Gravenzande,B ,2691,1,0,s Gravenzande,Westland,Zuid-Holland,middle,344
192,Budel,B ,6021,0,0,Budel,Cranendonck,Noord-Brabant,south,377
159,Alblasserdam,B ,2951,0,0,Alblasserdam,Alblasserdam,Zuid-Holland,middle,348
288,Nieuwerkerk a/d IJssel,A ,2914,0,0,Nieuwerkerk aan den IJssel,Nieuwerkerk aan den IJssel,Zuid-Holland,middle,344
271,Tilburg-Heyhoef,A ,5043,0,0,Tilburg,Tilburg,Noord-Brabant,south,350
924,Heesch,A ,5384,0,0,Heesch,Bernheze,Noord-Brabant,south,375
283,Leiderdorp,A ,2353,0,0,Leiderdorp,Leiderdorp,Zuid-Holland,middle,240
197,Gorredijk,A ,8401,0,0,Gorredijk,Opsterland,Friesland,north,280
396,Assendelft,AA,1567,0,0,Assendelft,Zaanstad,Noord-Holland,north,240
273,A'dam-Slotermeer,A ,1063,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
905,Stein,A ,6171,0,0,Stein (LB),Stein,Limburg,south,380
633,Oostvoorne,A ,3233,0,0,Oostvoorne,Westvoorne,Zuid-Holland,middle,344
802,CS Praxis Almere,B ,1316,0,0,Almere,Almere,Flevoland,north,269
267,Castricum,A ,1902,1,0,Castricum,Castricum,Noord-Holland,north,235
376,Rijswijk-Herenstraat,AA,2282,0,0,Rijswijk (ZH),Rijswijk,Zuid-Holland,middle,210
543,Tilburg Wagnerplein,AA,5011,0,0,Tilburg,Tilburg,Noord-Brabant,south,350
844,Velserbroek,AA,1991,0,0,Velserbroek,Velsen,Noord-Holland,north,240
525,HT Stationslokatie Zwolle,AA,8011,0,0,Zwolle,Zwolle,Overijssel,north,278
293,Groesbeek,A ,6561,0,0,Groesbeek,Groesbeek,Gelderland,south,375
670,Veenendaal-Ellekoot,A ,3905,0,0,Veenendaal,Veenendaal,Utrecht,middle,260
2174,Kerkrade,A ,6461,0,0,Kerkrade,Kerkrade,Limburg,south,380
126,Boxmeer,B ,5831,0,0,Boxmeer,Boxmeer,Noord-Brabant,south,375
920,Landgraaf,A ,6371,0,0,Landgraaf,Landgraaf,Limburg,south,380
395,Oude Pekela,AA,9665,0,0,Oude Pekela,Pekela,Groningen,north,286
948,Bennekom,A ,6721,0,0,Bennekom,Ede,Gelderland,middle,275
233,Amersfoort-Noord,B ,3823,0,0,Amersfoort,Amersfoort,Utrecht,middle,260
640,Balk,AA,8561,0,0,Balk,Gaasterlan Sleat,Friesland,north,270
186,Elburg,B ,8081,0,0,Elburg,Elburg,Gelderland,middle,278
534,HT Stationslokatie A'dam Bijlm,AA,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
944,Vroomshoop,A ,7681,0,0,Vroomshoop,Twenterand,Overijssel,north,290
270,Vught,A ,5261,0,0,Vught,Vught,Noord-Brabant,south,350
636,Glanerbrug,A ,7534,0,0,Enschede,Enschede,Overijssel,north,290
240,Best,A ,5683,0,0,Best,Best,Noord-Brabant,south,370
913,Maarssen-dorp,AA,3601,0,0,Maarssen,Maarssen,Utrecht,middle,260
330,Losser,A ,7581,0,0,Losser,Losser,Overijssel,north,290
216,Oisterwijk,B ,5061,0,0,Oisterwijk,Oisterwijk,Noord-Brabant,south,370
938,Beneden-Leeuwen,A ,6658,0,0,Beneden Leeuwen,West Maas en Waal,Gelderland,middle,375
808,CS Praxis Den Bosch,B ,5232,0,0,Den Bosch,s Hertogenbosch,Noord-Brabant,south,375
358,Hattem,AA,8051,0,0,Hattem,Hattem,Gelderland,north,278
540,Enschede Op de Brouwerij,AA,7523,0,0,Enschede,Enschede,Overijssel,north,290
263,Maastricht-Brusselse Poort,A ,6216,0,0,Maastricht,Maastricht,Limburg,south,380
932,Eindhoven-Meerhoven,A ,5658,0,0,Eindhoven,Eindhoven,Noord-Brabant,south,370
2178,Utrecht Leidsche Rijn,A ,3541,0,0,Utrecht,Utrecht,Utrecht,middle,260
361,Wormer,AA,1531,0,0,Wormer,Wormerland,Noord-Holland,north,240
389,Den Haag -  Zwijgerlaan,AA,2582,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,210
118,Hoogeveen,C ,7902,0,0,Hoogeveen,Hoogeveen,Drenthe,north,279
626,Hengelo (Gld),A ,7255,0,0,Hengelo (GLD),Bronckhorst,Gelderland,middle,283
923,Boskoop,AA,2771,0,0,Boskoop,Boskoop,Zuid-Holland,middle,344
521,HT Stationslokatie Leiden CS,AA,2312,0,0,Leiden,Leiden,Zuid-Holland,middle,240
731,Voorthuizen,A ,3781,0,0,Voorthuizen,Barneveld,Gelderland,middle,275
353,R'dam-Oudedijk,AA,3061,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
639,Montfoort,A ,3417,0,0,Montfoort,Montfoort,Utrecht,middle,348
675,Hoogkarspel,A ,1616,0,0,Hoogkarspel,Drechterland,Noord-Holland,north,249
901,Vaassen,A ,8171,0,0,Vaassen,Epe,Gelderland,middle,278
357,Oostzaan,AA,1511,0,0,Oostzaan,Oostzaan,Noord-Holland,north,240
210,Katwijk,B ,2225,1,0,Katwijk (ZH),Katwijk,Zuid-Holland,middle,210
200,Heerde,A ,8181,0,0,Heerde,Heerde,Gelderland,middle,278
653,Nieuw-Amsterdam,A ,7833,0,0,Nieuw Amsterdam,Emmen,Drenthe,north,286
390,Breda Prinsenbeek,AA,4841,0,0,Prinsenbeek,Breda,Noord-Brabant,south,350
189,Roden,B ,9301,0,0,Roden,Noordenveld,Drenthe,north,280
224,Almere,C ,1315,0,0,Almere,Almere,Flevoland,north,269
211,Aalten,B ,7121,0,0,Aalten,Aalten,Gelderland,middle,283
290,Druten,A ,6651,0,0,Druten,Druten,Gelderland,south,375
312,Den Haag-Dierenselaan,A ,2573,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,210
942,Stiens,A ,9051,0,0,Stiens,Leeuwarderadeel,Friesland,north,270
378,Schiphol-Winkel,AA,1118,0,1,Luchthaven Schiphol,Haarlemmermeer,Noord-Holland,north,240
199,Schagen,B ,1741,0,0,Schagen,Schagen,Noord-Holland,north,240
398,R'dam-Mathenesserplein,AA,3022,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
282,Beek,A ,6191,0,0,Beek (LB),Beek,Limburg,south,380
955,Roelofarendsveen,A ,2371,0,0,Roelofarendsveen,Alkemade,Zuid-Holland,middle,240
834,Ede Stadspoort,AA,6716,0,0,Ede (GLD),Ede,Gelderland,middle,275
292,Bodegraven,A ,2411,0,0,Bodegraven,Bodegraven,Zuid-Holland,middle,348
658,Nieuw-Bergen,A ,5854,0,0,Bergen (LB),Bergen (LB),Limburg,south,391
674,Vervallen/ oud Breukelen,AA,3621,0,0,Breukelen (UT),Breukelen,Utrecht,middle,260
828,Bergen,A ,1861,0,0,Bergen (NH),Bergen (NH),Noord-Holland,north,235
322,Oegstgeest,A ,2341,0,0,Oegstgeest,Oegstgeest,Zuid-Holland,middle,240
734,Wervershoof,A ,1693,0,0,Wervershoof,Wervershoof,Noord-Holland,north,249
161,Epe,B ,8162,0,0,Epe,Epe,Gelderland,middle,278
621,Berkel-Enschot,A ,5056,0,0,Berkel Enschot,Tilburg,Noord-Brabant,south,350
950,Berlicum,A ,5258,0,0,Berlicum (NB),Sint Michielsgestel,Noord-Brabant,south,375
248,Kaatsheuvel,A ,5171,0,0,Kaatsheuvel,Loon Op Zand,Noord-Brabant,south,350
655,Wijk en Aalburg,AA,4261,0,0,Wijk en Aalburg,Aalburg,Noord-Brabant,south,356
320,Almere-Haven,A ,1353,0,0,Almere,Almere,Flevoland,north,269
2054,Outlet Apeldoorn,B ,7311,0,0,Apeldoorn,Apeldoorn,Gelderland,middle,275
961,Heeze,AA,5591,0,0,Heeze,Heeze Leende,Noord-Brabant,south,370
341,Zwolle-zuid,A ,8014,0,0,Zwolle,Zwolle,Overijssel,north,278
829,Hilvarenbeek,AA,5081,0,0,Hilvarenbeek,Hilvarenbeek,Noord-Brabant,south,370
277,Soest,A ,3761,0,0,Soest,Soest,Utrecht,middle,260
968,Denekamp,AA,7591,0,0,Denekamp,Dinkelland,Overijssel,north,290
333,Zoetermeer-Oosterheem,A ,2721,0,0,Zoetermeer,Zoetermeer,Zuid-Holland,middle,344
334,St. Oedenrode,A ,5492,0,0,Sint Oedenrode,Sint Oedenrode,Noord-Brabant,south,375
2070,Te sluiten Outlets,B ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
930,Medemblik,A ,1671,0,0,Medemblik,Medemblik,Noord-Holland,north,249
657,Terschelling,A ,8881,0,0,Terschelling West,Terschelling,Friesland,north,251
550,Nieuwe Niedorp,A ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
527,HT Stationslokatie Arnhem CS,AA,6811,0,0,Arnhem,Arnhem,Gelderland,south,275
951,Werkendam,A ,4251,0,0,Werkendam,Werkendam,Noord-Brabant,south,356
387,Amsterdam Sloterkade,A ,1058,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
539,HT Utrecht -Uithof,AA,3584,0,0,Utrecht,Utrecht,Utrecht,middle,260
231,Huizen,C ,1271,0,0,Huizen,Huizen,Noord-Holland,north,260
831,Reusel,AA,5541,0,0,Reusel,Reusel de Mierden,Noord-Brabant,south,370
2059,Outlet Vlaardingen,B ,3131,0,0,Vlaardingen,Vlaardingen,Zuid-Holland,middle,344
628,Kerkdriel,A ,5331,0,0,Kerkdriel,Maasdriel,Gelderland,south,356
841,Assen - Kloosterveste,A ,9408,0,0,Assen,Assen,Drenthe,north,280
380,Borger,AA,9531,0,0,Borger,Borger Odoorn,Drenthe,north,286
940,Wieringerwerf,AA,1771,0,0,Wieringerwerf,Wieringermeer,Noord-Holland,north,249
812,EV AA-Module,AA,1102,0,0,Amsterdam Zuidoost,Amsterdam,Noord-Holland,north,240
935,Borculo,A ,7271,0,0,Borculo,Berkelland,Gelderland,middle,283
524,HT Stationslokatie Alkmaar,AA,1815,0,0,Alkmaar,Alkmaar,Noord-Holland,north,240
352,Oostburg,AA,4501,0,0,Oostburg,Sluis,Zeeland,south,319
281,Scheveningen,A ,2584,1,0,Den Haag,s Gravenhage,Zuid-Holland,middle,210
2140,OUTLET MAXIS MUIDEN,B ,1398,0,0,Muiden,Muiden,Noord-Holland,north,240
541,Enschede--VERVALLEN,AA,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
239,RELOCATIE OLDENZAAL (TIJDELIJK,B ,7571,0,0,Oldenzaal,Oldenzaal,Overijssel,north,290
280,Velp,A ,6881,0,0,Velp (GLD),Rheden,Gelderland,south,275
215,R'dam-Hillegersberg,B ,3054,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
371,Ruurlo,AA,7261,0,0,Ruurlo,Berkelland,Gelderland,middle,283
350,Den Haag Savornin Lohmanplein,A ,2566,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,210
2153,CS Den Bosch,A ,5211,0,1,Den Bosch,s Hertogenbosch,Noord-Brabant,south,375
348,A'dam - jodenbreestraat,A ,1011,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
549,Breda Princenhage,AA,4813,0,0,Breda,Breda,Noord-Brabant,south,350
344,Pijnacker,A ,2641,0,0,Pijnacker,Pijnacker Nootdorp,Zuid-Holland,middle,344
2052,Outlet Ede,B ,6711,0,0,Ede (GLD),Ede,Gelderland,middle,275
845,Eindhoven-Sint Trudoplein,AA,5616,0,0,Eindhoven,Eindhoven,Noord-Brabant,south,370
335,Woerden,A ,3441,0,0,Woerden,Woerden,Utrecht,middle,348
714,Kortenhoef,AA,1241,0,0,Kortenhoef,Wijdemeren,Noord-Holland,north,260
693,Amsterdam - Brazilië,AA,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
2127,Bloemendaal,AA,2061,1,0,Bloemendaal,Bloemendaal,Noord-Holland,north,210
356,Den Haag megastores,AA,2521,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,210
822,Groningen Verlengde Hereweg,AA,9721,0,0,Groningen,Groningen,Groningen,north,280
221,Leusden,B ,3831,0,0,Leusden,Leusden,Utrecht,middle,260
732,Eemnes,AA,3755,0,0,Eemnes,Eemnes,Utrecht,middle,260
2042,Outlet Dordrecht,AA,3311,0,0,Dordrecht,Dordrecht,Zuid-Holland,middle,356
299,Gennep,A ,6591,0,0,Gennep,Gennep,Limburg,south,375
691,Zwolle AA-landen,AA,8032,0,0,Zwolle,Zwolle,Overijssel,north,278
359,Loosdrecht,AA,1231,0,0,Loosdrecht,Wijdemeren,Noord-Holland,north,260
2032,Hoevelaken,AA,3871,0,0,Hoevelaken,Nijkerk,Gelderland,middle,260
345,Blerick,A ,5921,0,0,Venlo,Venlo,Limburg,south,391
2152,CS Utrecht,A ,3511,0,1,Utrecht,Utrecht,Utrecht,middle,260
349,nog te bepalen,A ,1171,0,0,Badhoevedorp,Haarlemmermeer,Noord-Holland,north,240
2151,CS Leiden,A ,2312,0,1,Leiden,Leiden,Zuid-Holland,middle,240
343,Deventer-Keizerslanden,A ,1102,0,0,Amsterdam Zuidoost,Amsterdam,Noord-Holland,north,240
2142,Outlet Beverwijk,B ,1941,0,0,Beverwijk,Beverwijk,Noord-Holland,north,235
2055,Outlet Deventer,B ,7411,0,0,Deventer,Deventer,Overijssel,north,278
821,Zelhem,AA,7021,0,0,Zelhem,Bronckhorst,Gelderland,middle,283
833,Groningen Overwinningsplein,AA,9728,0,0,Groningen,Groningen,Groningen,north,280
530,HT Stationslokatie Rotterdam C,AA,3013,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
959,Puttershoek,A ,3297,0,0,Puttershoek,Binnenmaas,Zuid-Holland,middle,344
827,Uitgeest,AA,1911,0,0,Uitgeest,Uitgeest,Noord-Holland,north,240
647,Gieten,AA,9461,0,0,Gieten,Aa en Hunze,Drenthe,north,280
382,'S Heerenberg,AA,7041,0,0,S Heerenberg,Montferland,Gelderland,middle,283
915,Westervoort,A ,6931,0,0,Westervoort,Westervoort,Gelderland,south,275
917,Doorn,A ,3941,0,0,Doorn,Utrechtse Heuvelrug,Utrecht,middle,260
927,Marum,AA,9363,0,0,Marum,Marum,Groningen,north,280
641,Warnsveld,AA,7232,0,0,Warnsveld,Zutphen,Gelderland,middle,283
813,EV AA-Module,AA,1102,0,0,Amsterdam Zuidoost,Amsterdam,Noord-Holland,north,240
947,Bemmel,A ,6681,0,0,Bemmel,Lingewaard,Gelderland,south,356
638,Gulpen,AA,6271,0,0,Gulpen,Gulpen Wittem,Limburg,south,380
391,Arnhem-Schuytgraaf,A ,6846,0,0,Arnhem,Arnhem,Gelderland,south,356
542,Maastricht - De Leim,A ,6227,0,0,Maastricht,Maastricht,Limburg,south,380
2193,Leidschenhage,C ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
623,Monster,A ,2681,0,0,Monster,Westland,Zuid-Holland,middle,210
252,R'dam-Lage Land,A ,3067,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
313,Soest-Zuid,A ,3768,0,0,Soest,Soest,Utrecht,middle,260
227,Haaksbergen,B ,7481,0,0,Haaksbergen,Haaksbergen,Overijssel,north,290
914,St. Annaparochie,A ,9076,0,0,Sint Annaparochie,Het Bildt,Friesland,north,270
367,Breda Valkeniersplein,AA,4835,0,0,Breda,Breda,Noord-Brabant,south,350
351,Leidschendam  Damplein,AA,2265,0,0,Leidschendam,Leidschendam Voorburg,Zuid-Holland,middle,210
629,Malden,A ,6581,0,0,Malden,Heumen,Gelderland,south,375
346,Haarlem - Gasthuisvest,AA,2011,0,0,Haarlem,Haarlem,Noord-Holland,north,240
946,Son,A ,5691,0,0,Son,Son en Breugel,Noord-Brabant,south,370
555,HEMA eDC,D ,3542,0,0,Utrecht,Utrecht,Utrecht,middle,260
825,Landsmeer,AA,1121,0,0,Landsmeer,Landsmeer,Noord-Holland,north,240
362,Wormerveer,AA,1521,0,0,Wormerveer,Zaanstad,Noord-Holland,north,240
2251,SO HEMA België,E ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
311,Twello,A ,7391,0,0,Twello,Voorst,Gelderland,middle,275
962,Oirschot,A ,5688,0,0,Oirschot,Oirschot,Noord-Brabant,south,370
2172,Appingedam,A ,9901,0,0,Appingedam,Appingedam,Groningen,north,280
836,Apeldoorn Hart van Zuid,AA,7331,0,0,Apeldoorn,Apeldoorn,Gelderland,middle,275
830,Groningen-Lewenborg,AA,9733,0,0,Groningen,Groningen,Groningen,north,280
375,Den Haag - Ypenburg,AA,2496,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,240
2066,OUTLET Lelystad,B ,8232,0,0,Lelystad,Lelystad,Flevoland,north,269
804,CS Praxis Breda,B ,4815,0,0,Breda,Breda,Noord-Brabant,south,350
377,Schoonhoven,AA,2871,0,0,Schoonhoven,Schoonhoven,Zuid-Holland,middle,348
369,Groningen -Westerhaven,AA,9718,0,0,Groningen,Groningen,Groningen,north,280
2061,OUTLET Zoetermeer,B ,2711,0,0,Zoetermeer,Zoetermeer,Zuid-Holland,middle,344
952,Stedebroec,A ,1611,0,0,Bovenkarspel,Stede Broec,Noord-Holland,north,249
846,R'dam Eudokiaplein,AA,3037,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
806,CS Praxis Heerlen,B ,6418,0,0,Heerlen,Heerlen,Limburg,south,380
966,Ter Apel,A ,9561,0,0,Ter Apel,Vlagtwedde,Groningen,north,286
2176,Oudenbosch,A ,4731,0,0,Oudenbosch,Halderberge,Noord-Brabant,south,340
837,Eindhoven Kastelenplein,AA,5653,0,0,Eindhoven,Eindhoven,Noord-Brabant,south,370
631,Grou,A ,9001,0,0,Grou,Boarnsterhim,Friesland,north,270
919,Weesp,A ,1381,0,0,Weesp,Weesp,Noord-Holland,north,240
943,Tubbergen,A ,7651,0,0,Tubbergen,Tubbergen,Overijssel,north,290
937,Maasbracht,A ,6051,0,0,Maasbracht,Maasbracht,Limburg,south,377
2041,HEMArkt Helmond,AA,5701,0,0,Helmond,Helmond,Noord-Brabant,south,370
850,NIET BESCHIKBAAR,AA,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
2038,HEMArkt Venlo TREF Center,AA,5916,0,0,Venlo,Venlo,Limburg,south,391
533,HT Stationslokatie A'dam Amste,AA,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
2040,Outlet Tilburg Heuvelstraat,AA,5038,0,0,Tilburg,Tilburg,Noord-Brabant,south,350
925,Noordwijkerhout,A ,2211,0,0,Noordwijkerhout,Noordwijkerhout,Zuid-Holland,middle,210
268,Borne,A ,7622,0,0,Borne,Borne,Overijssel,north,290
805,CS Praxis Venlo,B ,5916,0,0,Venlo,Venlo,Limburg,south,391
370,Someren,AA,5711,0,0,Someren,Someren,Noord-Brabant,south,370
953,Nederweert,A ,6031,0,0,Nederweert,Nederweert,Limburg,south,377
634,Ter Aar,A ,2461,0,0,Ter Aar,Ter Aar,Zuid-Holland,middle,240
526,HT Stationslokatie Maastricht,AA,6221,0,0,Maastricht,Maastricht,Limburg,south,380
842,Amsterdam Beethovenstraat,A ,1077,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
531,HT Stationslokatie Den Haag CS,AA,2595,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,210
712,Meerssen,A ,6231,0,0,Meerssen,Meerssen,Limburg,south,380
839,Enschede-Zuid,A ,7544,0,0,Enschede,Enschede,Overijssel,north,290
2064,OUTLET Bergen op Zoom,B ,4611,0,0,Bergen op Zoom,Bergen op Zoom,Noord-Brabant,south,340
323,Haarlem Cronjestraat,A ,2022,0,0,Haarlem,Haarlem,Noord-Holland,north,240
2039,Outlet Nijmegen St Jacobslaan,AA,6533,0,0,Nijmegen,Nijmegen,Gelderland,south,375
912,Hoofddorp-Floriande,A ,2134,0,0,Hoofddorp,Haarlemmermeer,Noord-Holland,north,240
931,Oudewater,A ,3421,0,0,Oudewater,Oudewater,Utrecht,middle,348
499,B.E. Barteljorrisstraat Haarle,AA,2011,0,0,Haarlem,Haarlem,Noord-Holland,north,240
2158,CS Den Haag,A ,2595,0,1,Den Haag,s Gravenhage,Zuid-Holland,middle,210
933,Laren,A ,1251,0,0,Laren (NH),Laren,Noord-Holland,north,260
393,Dordrecht-Bieshof,AA,3315,0,0,Dordrecht,Dordrecht,Zuid-Holland,middle,356
625,Zwaagwesteinde,AA,9271,0,0,Zwaagwesteinde,Dantumadeel,Friesland,north,270
2149,OUTLET STORE,B ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
1001,Ouwehands Dierenpark,C ,3911,0,0,Rhenen,Rhenen,Utrecht,middle,260
848,Made,A ,4921,0,0,Made,Drimmelen,Noord-Brabant,south,350
971,Avenhorn,A ,1633,0,0,Avenhorn,Wester Koggenland,Noord-Holland,north,249
645,Boekel,A ,5427,0,0,Boekel,Boekel,Noord-Brabant,south,375
941,Wijhe,AA,8131,0,0,Wijhe,Olst Wijhe,Overijssel,north,278
958,Rotterdam Schiebroek,AA,3053,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
926,Vorden,AA,7251,0,0,Vorden,Bronckhorst,Gelderland,middle,283
2079,Amsterdam Zuid-Oost,A ,1102,0,0,Amsterdam Zuidoost,Amsterdam,Noord-Holland,north,240
644,Zwanenburg,AA,1161,0,0,Zwanenburg,Haarlemmermeer,Noord-Holland,north,240
2146,OUTLET STORE,B ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
929,De Bilt,A ,3732,0,0,De Bilt,De Bilt,Utrecht,middle,260
528,HT Stationslokatie Amsterdam Z,AA,1082,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
826,Leiden-Kopermolen,AA,2317,0,0,Leiden,Leiden,Zuid-Holland,middle,240
374,Bunnik,AA,3981,0,0,Bunnik,Bunnik,Utrecht,middle,260
963,Opmeer,A ,1715,0,0,Spanbroek,Opmeer,Noord-Holland,north,240
650,Scherpenzeel,AA,3925,0,0,Scherpenzeel (GLD),Scherpenzeel,Gelderland,middle,260
838,Baarle Nassau,A ,5111,0,0,Baarle Nassau,Baarle Nassau,Noord-Brabant,south,350
903,Waddinxveen,B ,2741,0,0,Waddinxveen,Waddinxveen,Zuid-Holland,middle,344
646,Staphorst,A ,7951,0,0,Staphorst,Staphorst,Overijssel,north,279
911,Voorhout,A ,2215,0,0,Voorhout,Teylingen,Zuid-Holland,middle,210
840,Abcoude,A ,1391,0,0,Abcoude,Abcoude,Utrecht,middle,240
547,Utrecht Nachtegaalstraat,A ,3581,0,0,Utrecht,Utrecht,Utrecht,middle,260
2057,OUTLET Enschede,B ,7533,0,0,Enschede,Enschede,Overijssel,north,290
964,Halsteren,AA,4661,0,0,Halsteren,Bergen Op Zoom,Noord-Brabant,south,340
973,Bedum,A ,9781,0,0,Bedum,Bedum,Groningen,north,280
532,HT Stationslokatie Nijmegen CS,AA,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
939,Hoevelaken,AA,3871,0,0,Hoevelaken,Nijkerk,Gelderland,middle,260
967,Holten,A ,7451,0,0,Holten,Rijssen Holten,Overijssel,north,278
904,Drunen,A ,5151,0,0,Drunen,Heusden,Noord-Brabant,south,350
2150,CS Amsterdam,A ,1012,0,1,Amsterdam,Amsterdam,Noord-Holland,north,240
2053,Outlet Roermond,B ,6041,0,0,Roermond,Roermond,Limburg,south,377
928,Nieuwkoop,AA,2421,0,0,Nieuwkoop,Nieuwkoop,Zuid-Holland,middle,240
733,Lienden,A ,4033,0,0,Lienden,Buren,Gelderland,middle,356
2147,OUTLET STORE,B ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
2060,Outlet Delft,B ,2611,0,0,Delft,Delft,Zuid-Holland,middle,344
2254,SO HEMA Spanje,E ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
656,Leersum,A ,3956,0,0,Leersum,Utrechtse Heuvelrug,Utrecht,middle,260
694,Amsterdam Rijnstraat,A ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
535,HT Stationslokatie Den Haag HS,AA,2515,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,210
965,Zuidhorn,A ,9801,0,0,Zuidhorn,Zuidhorn,Groningen,north,280
676,Genemuiden,A ,8281,0,0,Genemuiden,Zwartewaterland,Overijssel,north,273
847,Gouda Bloemendaal,AA,2804,0,0,Gouda,Gouda,Zuid-Holland,middle,348
