store_id,store_name,store_size,zipcode,coaststore,trafficstore,PLAATS,GEMEENTE,PROVINCIE,regio,STN
906,Rosmalen,B ,5241,0,0,Rosmalen,s Hertogenbosch,Noord-Brabant,south,375
803,CS Praxis Zwolle,B ,8013,0,0,Zwolle,Zwolle,Overijssel,north,278
921,Eerbeek,AA,6961,0,0,Eerbeek,Brummen,Gelderland,middle,275
672,Harderwijk-Drielanden,A ,3845,0,0,Harderwijk,Harderwijk,Gelderland,middle,260
2145,OUTLET STORE,B ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
2126,Breukelen,A ,3621,0,0,Breukelen (UT),Breukelen,Utrecht,middle,260
969,Oude Pekela,AA,9665,0,0,Oude Pekela,Pekela,Groningen,north,286
956,Reuver,A ,5953,0,0,Reuver,Beesel,Limburg,south,391
972,Eelde,A ,9761,0,0,Eelde,Tynaarlo,Drenthe,north,280
2067,OUTLET-Arnhem Kronenburg,B ,6831,0,0,Arnhem,Arnhem,Gelderland,south,356
811,HT Horeca Reguliersbreestraat,AA,1017,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
910,Lunteren,AA,6741,0,0,Lunteren,Ede,Gelderland,middle,275
649,Nieuwleusen,A ,7711,0,0,Nieuwleusen,Dalfsen,Overijssel,north,278
960,Zuidlaren,A ,9471,0,0,Zuidlaren,Tynaarlo,Drenthe,north,280
918,Hoogerheide,A ,4631,0,0,Hoogerheide,Woensdrecht,Noord-Brabant,south,340
2065,OUTLET-STORE ZEIST,B ,3701,0,0,Zeist,Zeist,Utrecht,middle,260
2051,Outlet Purmerend,B ,1441,0,0,Purmerend,Purmerend,Noord-Holland,north,240
957,Rockanje,AA,3235,0,0,Rockanje,Westvoorne,Zuid-Holland,middle,344
934,Rozenburg,A ,3181,0,0,Rozenburg (ZH),Rozenburg,Zuid-Holland,middle,344
2154,CS ALKMAAR,A ,1815,0,1,Alkmaar,Alkmaar,Noord-Holland,north,240
2144,OUTLET,B ,1398,0,0,Muiden,Muiden,Noord-Holland,north,240
2252,SO HEMA DUITSLAND,E ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
908,Zundert,A ,4881,0,0,Zundert,Zundert,Noord-Brabant,south,350
1002,N.E.C. BV,C ,6532,0,0,Nijmegen,Nijmegen,Gelderland,south,375
2155,CS Maastricht,A ,6221,0,1,Maastricht,Maastricht,Limburg,south,380
954,Grave,A ,5361,0,0,Grave,Grave,Noord-Brabant,south,375
2157,CS Rotterdam,A ,3013,0,1,Rotterdam,Rotterdam,Zuid-Holland,middle,344
2141,Outlet Maastricht Brusselse Po,B ,6216,0,0,Maastricht,Maastricht,Limburg,south,380
936,Renkum,A ,6871,0,0,Renkum,Renkum,Gelderland,south,275
909,Mierlo,A ,5731,0,0,Mierlo,Geldrop Mierlo,Noord-Brabant,south,370
2056,Outlet Venlo,B ,1033,0,0,Amsterdam,Amsterdam,Noord-Holland,north,240
2173,Boskoop,AA,2771,0,0,Boskoop,Boskoop,Zuid-Holland,middle,344
2068,OUTLET-Den Haag Megastores,B ,2521,0,0,Den Haag,s Gravenhage,Zuid-Holland,middle,210
2063,OUTLET-Doetinchem,B ,7001,0,0,Doetinchem,Doetinchem,Gelderland,middle,283
2143,Outlet Tilburg,B ,5038,0,0,Tilburg,Tilburg,Noord-Brabant,south,350
2175,Rotterdam Prinsenland,AA,3065,0,0,Rotterdam,Rotterdam,Zuid-Holland,middle,344
